0.00000, 0.67253, 0.52957, 0.00000, 0.41422, 0.00000, 0.47960, 0.00000, 0.49721, 0.00000, 0.50775, 0.39440, 0.00000, 0.46792, 0.49608, 0.55167, 0.00000, 0.00000, 0.00000, 0.55209, 0.69405, 0.00000, 0.00000, 0.48857, 0.00000
0.53168, 0.00000, 0.00000, 0.53690, 0.00000, 0.41882, 0.00000, 0.62832, 0.00000, 0.57738, 0.00000, 0.00000, 0.43351, 0.00000, 0.00000, 0.00000, 0.55109, 0.66624, 0.49711, 0.00000, 0.00000, 0.60159, 0.60712, 0.00000, 0.47185
0.70050, 0.00000, 0.00000, 0.70738, 0.00000, 0.55181, 0.00000, 0.82782, 0.00000, 0.76071, 0.00000, 0.00000, 0.57116, 0.00000, 0.00000, 0.00000, 0.72608, 0.87779, 0.65495, 0.00000, 0.00000, 0.79261, 0.79990, 0.00000, 0.62168
0.37362, 0.00000, 0.00000, 0.37729, 0.00000, 0.29432, 0.00000, 0.44153, 0.00000, 0.40574, 0.00000, 0.00000, 0.30464, 0.00000, 0.00000, 0.00000, 0.38727, 0.46818, 0.34933, 0.00000, 0.00000, 0.42275, 0.42664, 0.00000, 0.33158
0.00000, 0.66098, 0.52048, 0.00000, 0.40711, 0.00000, 0.47137, 0.00000, 0.48868, 0.00000, 0.49903, 0.38763, 0.00000, 0.45988, 0.48756, 0.54220, 0.00000, 0.00000, 0.00000, 0.54262, 0.68214, 0.00000, 0.00000, 0.48018, 0.00000
0.48020, 0.00000, 0.00000, 0.48492, 0.00000, 0.37827, 0.00000, 0.56749, 0.00000, 0.52148, 0.00000, 0.00000, 0.39154, 0.00000, 0.00000, 0.00000, 0.49774, 0.60174, 0.44898, 0.00000, 0.00000, 0.54335, 0.54835, 0.00000, 0.42617
0.39936, 0.00000, 0.00000, 0.40328, 0.00000, 0.31459, 0.00000, 0.47195, 0.00000, 0.43369, 0.00000, 0.00000, 0.32563, 0.00000, 0.00000, 0.00000, 0.41394, 0.50044, 0.37339, 0.00000, 0.00000, 0.45187, 0.45603, 0.00000, 0.35442
0.37345, 0.00000, 0.00000, 0.37711, 0.00000, 0.29418, 0.00000, 0.44133, 0.00000, 0.40555, 0.00000, 0.00000, 0.30450, 0.00000, 0.00000, 0.00000, 0.38708, 0.46796, 0.34916, 0.00000, 0.00000, 0.42255, 0.42644, 0.00000, 0.33143
0.00000, 0.74351, 0.58546, 0.00000, 0.45794, 0.00000, 0.53022, 0.00000, 0.54969, 0.00000, 0.56133, 0.43603, 0.00000, 0.51730, 0.54844, 0.60989, 0.00000, 0.00000, 0.00000, 0.61036, 0.76731, 0.00000, 0.00000, 0.54014, 0.00000
0.00000, 0.82586, 0.65031, 0.00000, 0.50866, 0.00000, 0.58895, 0.00000, 0.61057, 0.00000, 0.62351, 0.48432, 0.00000, 0.57460, 0.60918, 0.67744, 0.00000, 0.00000, 0.00000, 0.67797, 0.85230, 0.00000, 0.00000, 0.59996, 0.00000
